,description,species,text_length,cleaned_text,chunked,POS Tag
100,"The Torresian kingfisher is a species of bird in the family Alcedinidae. It is found in southern New Guinea and in Australia. Its natural habitats are subtropical or tropical moist lowland forests, mangroves, and plantations. It was formerly considered a subspecies of the collared kingfisher. Source: Wikipedia. ",Collared Kingfisher,313,torresian kingfisher specie bird family alcedinidae found southern new guinea australia natural habitat subtropical tropical moist lowland forest mangrove plantation formerly considered subspecies collared kingfisher source wikipedia,torresian kingfisher specie bird family alcedinidae found southern new guinea australia natural habitat subtropical tropical moist lowland forest mangrove plantation formerly considered subspecies collared kingfisher source wikipedia,"[[('torresian', 'JJ'), ('kingfisher', 'NN'), ('specie', 'NN'), ('bird', 'VBD'), ('family', 'NN'), ('alcedinidae', 'NN'), ('found', 'VBD'), ('southern', 'JJ'), ('new', 'JJ'), ('guinea', 'NN'), ('australia', 'JJ'), ('natural', 'JJ'), ('habitat', 'NN'), ('subtropical', 'JJ'), ('tropical', 'JJ'), ('moist', 'NN'), ('lowland', 'NN'), ('forest', 'JJS'), ('mangrove', 'NN'), ('plantation', 'NN'), ('formerly', 'RB'), ('considered', 'VBN'), ('subspecies', 'NNS'), ('collared', 'VBD'), ('kingfisher', 'PRP'), ('source', 'NN'), ('wikipedia', 'NN')]]"
101,"Abstract: Urban pest bird species, such as the Asian Glossy Starling, Javan Myna, and. Common Myna have been a persistent menace to urban properties. This studyï¿½...",Javan Myna,166,abstract urban pest bird specie asian glossy starling javan myna common myna persistent menace urban property study,abstract urban pest bird specie asian glossy starling javan_myna common myna persistent menace urban property study,"[[('abstract', 'JJ'), ('urban', 'JJ'), ('pest', 'JJS'), ('bird', 'NN'), ('specie', 'NN'), ('asian', 'JJ'), ('glossy', 'NN'), ('starling', 'VBG'), ('javan_myna', 'JJ'), ('common', 'JJ'), ('myna', 'NN'), ('persistent', 'JJ'), ('menace', 'NN'), ('urban', 'JJ'), ('property', 'NN'), ('study', 'NN')]]"
102,"Collared Kingfisher (Todiramphus chloris) The beautiful Collared Kingfisher is the most commonly sighted kingfisher in Singapore. Photo credit: Tok Yin Xin Widespread across much of the coastal Middle East, Indian sub-continent, Southeast Asia and Australasia, the Collared Kingfisher is the most commonly sighted kingfisher in Singapore. ",Collared Kingfisher,339,collared kingfisher todiramphus chloris beautiful collared kingfisher commonly sighted kingfisher singapore photo credit tok yin xin widespread across much coastal middle east indian sub continent southeast asia australasia collared kingfisher commonly sighted kingfisher singapore,collared kingfisher todiramphus chloris beautiful collared kingfisher commonly sighted kingfisher singapore photo credit tok yin xin widespread across much coastal middle east indian sub continent southeast asia australasia collared kingfisher commonly sighted kingfisher singapore,"[[('collared', 'VBN'), ('kingfisher', 'PRP'), ('todiramphus', 'RB'), ('chloris', 'VBP'), ('beautiful', 'JJ'), ('collared', 'VBD'), ('kingfisher', 'CC'), ('commonly', 'RB'), ('sighted', 'VBD'), ('kingfisher', 'PRP'), ('singapore', 'JJR'), ('photo', 'NN'), ('credit', 'NN'), ('tok', 'NN'), ('yin', 'NN'), ('xin', 'NN'), ('widespread', 'JJ'), ('across', 'IN'), ('much', 'JJ'), ('coastal', 'NN'), ('middle', 'VBD'), ('east', 'JJ'), ('indian', 'JJ'), ('sub', 'NN'), ('continent', 'NN'), ('southeast', 'NN'), ('asia', 'NN'), ('australasia', 'NN'), ('collared', 'VBD'), ('kingfisher', 'JJR'), ('commonly', 'RB'), ('sighted', 'VBD'), ('kingfisher', 'JJR'), ('singapore', 'NN')]]"
103,There have been sightings of animals venturing out to urban spaces. The myna has been more than a regular visitor in this writer's home.,Javan Myna,136,sighting animal venturing urban space myna regular visitor writer home,sighting animal venturing urban space myna regular visitor writer home,"[[('sighting', 'VBG'), ('animal', 'JJ'), ('venturing', 'VBG'), ('urban', 'JJ'), ('space', 'NN'), ('myna', 'NN'), ('regular', 'JJ'), ('visitor', 'NN'), ('writer', 'NN'), ('home', 'NN')]]"
104,"Aug 26, 2008 Â·  Comparisons of the habitat preferences of different African kingfisher species have in the past mainly concerned the influence of single habitat variables on kingfisher presence [for example Monadjem et al. compared perch height preferences between Giant kingfisher (Ceryle maxima), Half-collared kingfisher (Alcedo semitorquata) and Pied kingfisher (Ceryle rudis)]. ",Collared Kingfisher,384,aug comparison habitat preference different african kingfisher specie past mainly concerned influence single habitat variable kingfisher presence example monadjem et al compared perch height preference giant kingfisher ceryle maximum half collared kingfisher alcedo semitorquata pied kingfisher ceryle rudis,aug comparison habitat preference different african kingfisher specie past mainly concerned influence single habitat variable kingfisher presence example monadjem et al compared perch height preference giant kingfisher ceryle maximum half collared kingfisher alcedo semitorquata pied kingfisher ceryle rudis,"[[('aug', 'NN'), ('comparison', 'NN'), ('habitat', 'JJ'), ('preference', 'NN'), ('different', 'JJ'), ('african', 'JJ'), ('kingfisher', 'NN'), ('specie', 'NN'), ('past', 'IN'), ('mainly', 'RB'), ('concerned', 'JJ'), ('influence', 'NN'), ('single', 'JJ'), ('habitat', 'NN'), ('variable', 'JJ'), ('kingfisher', 'NN'), ('presence', 'NN'), ('example', 'NN'), ('monadjem', 'NN'), ('et', 'FW'), ('al', 'NN'), ('compared', 'VBN'), ('perch', 'NN'), ('height', 'NN'), ('preference', 'NN'), ('giant', 'NN'), ('kingfisher', 'VBD'), ('ceryle', 'JJ'), ('maximum', 'JJ'), ('half', 'NN'), ('collared', 'VBD'), ('kingfisher', 'JJR'), ('alcedo', 'NN'), ('semitorquata', 'NNS'), ('pied', 'VBD'), ('kingfisher', 'JJR'), ('ceryle', 'NN'), ('rudis', 'NN')]]"
105,"#12
--- KILYAWAN ---
BLACK-NAPED ORIOLE(adult)
Scientific name: Oriolus chinensis
Local Tagalog Name: Kilyawan
Other name: Tuliyao, Kukyaw, Kiyaw...",Black-naped Oriole,148,kilyawan black naped oriole adult scientific name oriolus chinensis local tagalog name kilyawan name tuliyao kukyaw kiyaw,kilyawan black naped oriole adult scientific name oriolus chinensis local tagalog name kilyawan name tuliyao kukyaw kiyaw,"[[('kilyawan', 'JJ'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'NN'), ('adult', 'NN'), ('scientific', 'JJ'), ('name', 'NN'), ('oriolus', 'JJ'), ('chinensis', 'NN'), ('local', 'JJ'), ('tagalog', 'NN'), ('name', 'NN'), ('kilyawan', 'NNP'), ('name', 'NN'), ('tuliyao', 'NN'), ('kukyaw', 'NN'), ('kiyaw', 'NN')]]"
106,"Provided to YouTube by Universal Music GroupDirty Little Secret Â· The All-American RejectsMove Alongâ„— An Interscope Records Release; â„— 2005 UMG Recordings, I...",Little Egret,165,provided youtube universal music groupdirty little secret american rejectsmove along interscope record release umg recording,provided youtube universal music groupdirty little secret american rejectsmove along interscope record release umg recording,"[[('provided', 'VBN'), ('youtube', 'NN'), ('universal', 'JJ'), ('music', 'NN'), ('groupdirty', 'NN'), ('little', 'JJ'), ('secret', 'JJ'), ('american', 'JJ'), ('rejectsmove', 'NN'), ('along', 'IN'), ('interscope', 'NN'), ('record', 'NN'), ('release', 'NN'), ('umg', 'JJ'), ('recording', 'NN')]]"
107,The Collared Kingfishers also known as Black-masked Kingfishers have a wide range extending from the Red Sea across southern Asia.,Collared Kingfisher,130,collared kingfisher also known black masked kingfisher wide range extending red sea across southern asia,collared kingfisher also known black masked kingfisher wide range extending red sea across southern asia,"[[('collared', 'VBN'), ('kingfisher', 'NN'), ('also', 'RB'), ('known', 'VBN'), ('black', 'JJ'), ('masked', 'VBD'), ('kingfisher', 'JJ'), ('wide', 'JJ'), ('range', 'NN'), ('extending', 'VBG'), ('red', 'JJ'), ('sea', 'NN'), ('across', 'IN'), ('southern', 'JJ'), ('asia', 'NN')]]"
108,To cite this page: SoIB 2023. State of India's Birds factsheet: Indian Golden Oriole Oriolus kundoo (India) https: ... â† White-bellied Erpornis Black-naped Oriole ... ,Black-naped Oriole,169,cite page soib state india bird factsheet indian golden oriole oriolus kundoo india http white bellied erpornis black naped oriole,cite page soib state india bird factsheet indian golden oriole oriolus kundoo india http white bellied erpornis black naped oriole,"[[('cite', 'JJ'), ('page', 'NN'), ('soib', 'NN'), ('state', 'NN'), ('india', 'JJ'), ('bird', 'NN'), ('factsheet', 'NN'), ('indian', 'JJ'), ('golden', 'JJ'), ('oriole', 'NN'), ('oriolus', 'NN'), ('kundoo', 'VB'), ('india', 'JJ'), ('http', 'NN'), ('white', 'JJ'), ('bellied', 'VBD'), ('erpornis', 'JJ'), ('black', 'JJ'), ('naped', 'VBD'), ('oriole', 'JJ')]]"
110,"Unique dark oriole with a restricted range: found only in montane and submontane forests in northwestern Borneo, primarily within the Paya Maga highlands of Sarawak state. Male is inky black all over with a slight blue gloss. Female has a gray belly. Both sexes have a bright red bill and dark rust-red vent. Forages quietly in the canopy, often alone, but sometimes in pairs or small groups ... ",Black-naped Oriole,396,unique dark oriole restricted range found montane submontane forest northwestern borneo primarily within paya maga highland sarawak state male inky black slight blue gloss female gray belly sex bright red bill dark rust red vent forage quietly canopy often alone sometimes pair small group,unique dark oriole restricted range found montane submontane forest northwestern borneo primarily within paya maga highland sarawak state male inky black slight blue gloss female gray belly sex bright red bill dark rust red vent forage quietly canopy often alone sometimes pair small group,"[[('unique', 'JJ'), ('dark', 'JJ'), ('oriole', 'NN'), ('restricted', 'VBD'), ('range', 'NN'), ('found', 'VBD'), ('montane', 'NNP'), ('submontane', 'NN'), ('forest', 'JJS'), ('northwestern', 'JJ'), ('borneo', 'NN'), ('primarily', 'RB'), ('within', 'IN'), ('paya', 'JJ'), ('maga', 'NN'), ('highland', 'NN'), ('sarawak', 'NN'), ('state', 'NN'), ('male', 'NN'), ('inky', 'JJ'), ('black', 'JJ'), ('slight', 'NN'), ('blue', 'NN'), ('gloss', 'NN'), ('female', 'JJ'), ('gray', 'JJ'), ('belly', 'RB'), ('sex', 'NN'), ('bright', 'JJ'), ('red', 'JJ'), ('bill', 'NN'), ('dark', 'VBZ'), ('rust', 'JJ'), ('red', 'JJ'), ('vent', 'NN'), ('forage', 'NN'), ('quietly', 'RB'), ('canopy', 'VBZ'), ('often', 'RB'), ('alone', 'JJ'), ('sometimes', 'RB'), ('pair', 'VBP'), ('small', 'JJ'), ('group', 'NN')]]"
111,"The Javan myna (Acridotheres javanicus), also known as the white-vented myna, is a species of myna. It is a member of the starling family.",Javan Myna,138,javan myna acridotheres javanicus also known white vented myna specie myna member starling family,javan_myna acridotheres javanicus also known white vented myna specie myna member starling family,"[[('javan_myna', 'NN'), ('acridotheres', 'NNS'), ('javanicus', 'NN'), ('also', 'RB'), ('known', 'VBN'), ('white', 'JJ'), ('vented', 'JJ'), ('myna', 'NN'), ('specie', 'NN'), ('myna', 'JJ'), ('member', 'NN'), ('starling', 'VBG'), ('family', 'NN')]]"
112,"November 20, 2023 - Similar in plumage to little egret but almost as large as grey heron, great egrets are all white with a large, yellow bill. In flight, their all-black legs project long past the tail. Once considered a rare vagrant from Europe, they started breeding in UK wetlands in 2012 and while still rarerÂ ...",Little Egret,319,november similar plumage little egret almost large grey heron great egret white large yellow bill flight black leg project long past tail considered rare vagrant europe started breeding uk wetland still rarer,november similar plumage little_egret almost large grey heron great egret white large yellow bill flight black leg project long past tail considered rare vagrant europe started breeding uk wetland still rarer,"[[('november', 'RB'), ('similar', 'JJ'), ('plumage', 'NN'), ('little_egret', 'VBD'), ('almost', 'RB'), ('large', 'JJ'), ('grey', 'JJ'), ('heron', 'NN'), ('great', 'JJ'), ('egret', 'JJ'), ('white', 'JJ'), ('large', 'JJ'), ('yellow', 'JJ'), ('bill', 'NN'), ('flight', 'NN'), ('black', 'JJ'), ('leg', 'NN'), ('project', 'NN'), ('long', 'JJ'), ('past', 'NN'), ('tail', 'NN'), ('considered', 'VBN'), ('rare', 'JJ'), ('vagrant', 'JJ'), ('europe', 'NN'), ('started', 'VBD'), ('breeding', 'VBG'), ('uk', 'NN'), ('wetland', 'NN'), ('still', 'RB'), ('rarer', 'VB')]]"
113,"The Javan Myna, is a common bird that can be spotted everywhere in Singapore. This bird should be the true symbol of Singapore as compared to the lion.Not to mention Sang Nila Utama probably didnâ€™t see a lion, since lions are not available in Singapore.",Javan Myna,255,javan myna common bird spotted everywhere singapore bird true symbol singapore compared lion mention sang nila utama probably see lion since lion available singapore,javan_myna common bird spotted everywhere singapore bird true symbol singapore compared lion mention sang nila utama probably see lion since lion available singapore,"[[('javan_myna', 'NN'), ('common', 'JJ'), ('bird', 'NN'), ('spotted', 'VBD'), ('everywhere', 'RB'), ('singapore', 'JJ'), ('bird', 'NN'), ('true', 'JJ'), ('symbol', 'NN'), ('singapore', 'NN'), ('compared', 'VBN'), ('lion', 'NN'), ('mention', 'NN'), ('sang', 'VBD'), ('nila', 'JJ'), ('utama', 'NN'), ('probably', 'RB'), ('see', 'VB'), ('lion', 'NN'), ('since', 'IN'), ('lion', 'NN'), ('available', 'JJ'), ('singapore', 'NN')]]"
114,"Black-naped Oriole. Oriolus chinensis. The Black-naped Oriole is found in many parts of Asia. Unlike the Golden Oriole which only has a short and narrow eye-stripe, the black-naped oriole has the stripe broadening and joining at the back of the neck. Males and females are very similar although the wing lining of the female is more greenish. ",Black-naped Oriole,343,black naped oriole oriolus chinensis black naped oriole found many part asia unlike golden oriole short narrow eye stripe black naped oriole stripe broadening joining back neck male female similar although wing lining female greenish,black naped oriole oriolus chinensis black naped oriole found many part asia unlike golden oriole short narrow eye stripe black naped oriole stripe broadening joining back neck male female similar although wing lining female greenish,"[[('black', 'JJ'), ('naped', 'VBD'), ('oriole', 'JJ'), ('oriolus', 'JJ'), ('chinensis', 'NN'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'NN'), ('found', 'VBD'), ('many', 'JJ'), ('part', 'NN'), ('asia', 'VBP'), ('unlike', 'IN'), ('golden', 'JJ'), ('oriole', 'NN'), ('short', 'JJ'), ('narrow', 'JJ'), ('eye', 'NN'), ('stripe', 'JJ'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'NN'), ('stripe', 'NN'), ('broadening', 'VBG'), ('joining', 'VBG'), ('back', 'RB'), ('neck', 'RB'), ('male', 'JJ'), ('female', 'NN'), ('similar', 'JJ'), ('although', 'IN'), ('wing', 'VBG'), ('lining', 'VBG'), ('female', 'JJ'), ('greenish', 'NN')]]"
115,"""The ripe papayas in the neighbourhood are a magnet for Black-naped Orioles (Oriolus chinensis maculatus) and this self-feeding, immature bird was present",Black-naped Oriole,154,ripe papaya neighbourhood magnet black naped oriole oriolus chinensis maculatus self feeding immature bird present,ripe papaya neighbourhood magnet black naped oriole oriolus chinensis maculatus self feeding immature bird present,"[[('ripe', 'JJ'), ('papaya', 'NN'), ('neighbourhood', 'NN'), ('magnet', 'NN'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'NN'), ('oriolus', 'JJ'), ('chinensis', 'NN'), ('maculatus', 'NN'), ('self', 'NN'), ('feeding', 'VBG'), ('immature', 'JJ'), ('bird', 'NN'), ('present', 'NN')]]"
116,"Oriole is yellow with coal-black wings and dark marks around its eyes. The color yellow signifies joy and Solar Energies, while black embraces the mysteries and magic. The light and dark, sound and silence, are all part of Orioleâ€™s message for you. It is important to note not all Orioles are yellow. So, when meeting an Oriole Spirit Animal ... ",Black-naped Oriole,348,oriole yellow coal black wing dark mark around eye color yellow signifies joy solar energy black embrace mystery magic light dark sound silence part oriole message important note oriole yellow meeting oriole spirit animal,oriole yellow coal black wing dark mark around eye color yellow signifies joy solar energy black embrace mystery magic light dark sound silence part oriole message important note oriole yellow meeting oriole spirit animal,"[[('oriole', 'RB'), ('yellow', 'JJ'), ('coal', 'NN'), ('black', 'JJ'), ('wing', 'NN'), ('dark', 'JJ'), ('mark', 'NN'), ('around', 'IN'), ('eye', 'NN'), ('color', 'NN'), ('yellow', 'JJ'), ('signifies', 'NNS'), ('joy', 'VBP'), ('solar', 'JJ'), ('energy', 'NN'), ('black', 'JJ'), ('embrace', 'NN'), ('mystery', 'NN'), ('magic', 'NN'), ('light', 'JJ'), ('dark', 'NN'), ('sound', 'NN'), ('silence', 'NN'), ('part', 'NN'), ('oriole', 'JJ'), ('message', 'NN'), ('important', 'JJ'), ('note', 'NN'), ('oriole', 'IN'), ('yellow', 'JJ'), ('meeting', 'NN'), ('oriole', 'JJ'), ('spirit', 'NN'), ('animal', 'NN')]]"
